amount,avg_user_amount,amount_deviation,tx_velocity,tx_history,new_beneficiary,device,location,is_anomaly
55.44,54.15,1.29,9,1275,0,trusted_device,same_city,0
4317.82,728.5,3589.32,72,1013,1,new_device,same_city,1
65.45,67.05,-1.6,7,1216,0,trusted_device,same_city,0
157.38,149.17,8.21,0,85,0,trusted_device,same_city,0
104.07,124.66,-20.59,2,398,0,trusted_device,same_city,0
923.82,135.68,788.14,31,95,1,new_device,different_city,1
34.06,24.47,9.59,5,31,0,new_device,same_city,0
56.16,49.15,7.01,7,1302,0,trusted_device,same_city,0
77.34,84.99,-7.64,8,1958,0,trusted_device,same_city,0
99.24,78.97,20.27,7,47,0,trusted_device,different_city,0
448.36,387.73,60.63,0,602,1,trusted_device,same_city,0
96.75,54.28,42.48,6,38,0,trusted_device,same_city,0
447.16,385.92,61.25,2,1009,0,trusted_device,same_city,0
47.33,40.57,6.77,0,79,0,new_device,different_city,0
289.86,29.78,260.08,39,21,1,emulated_device,different_city,1
126.27,126.53,-0.25,8,2909,0,trusted_device,same_city,0
40.51,58.17,-17.66,0,20,0,new_device,different_city,0
52.94,81.88,-28.95,16,2480,0,trusted_device,same_city,0
33.9,35.47,-1.57,1,18,0,new_device,same_city,0
473.41,57.74,415.67,16,84,1,new_device,different_city,1
322.97,73.64,249.33,41,938,1,new_device,different_city,1
54.6,48.04,6.56,0,29,1,trusted_device,same_city,0
114.54,118.81,-4.26,0,56,0,trusted_device,same_city,0
89.12,89.4,-0.27,4,1004,0,trusted_device,same_city,0
51.47,102.27,-50.8,0,186,0,trusted_device,same_city,0
134.15,185.61,-51.46,4,1152,0,new_device,same_city,0
446.29,62.91,383.38,23,345,1,new_device,different_city,1
1240.37,191.71,1048.66,43,226,1,emulated_device,different_city,1
36.03,34.22,1.8,1,88,0,trusted_device,same_city,0
55.64,53.22,2.42,1,50,1,trusted_device,different_city,0
88.69,85.12,3.57,16,2734,0,trusted_device,same_city,0
80.75,71.82,8.93,3,42,0,trusted_device,same_city,0
96.76,101.98,-5.22,2,245,0,trusted_device,same_city,0
38.12,35.99,2.13,0,3,0,trusted_device,different_city,0
176.88,246.05,-69.17,4,327,1,trusted_device,same_city,0
122.79,127.57,-4.78,5,243,0,trusted_device,same_city,0
138.41,101.77,36.64,3,54,0,emulated_device,different_city,0
58.32,46.99,11.34,1,1009,0,trusted_device,same_city,0
69.24,73.19,-3.95,3,747,0,new_device,same_city,0
315.77,37.51,278.26,18,14,0,new_device,same_city,1
33.89,38.79,-4.9,10,2448,0,trusted_device,same_city,0
27.76,37.54,-9.78,0,89,0,trusted_device,same_city,0
121.6,78.35,43.25,0,53,0,trusted_device,same_city,0
104.61,111.37,-6.75,3,425,0,trusted_device,same_city,0
275.68,254.87,20.81,5,724,0,trusted_device,same_city,0
72.23,90.16,-17.93,0,87,0,new_device,same_city,0
96.42,92.5,3.92,0,217,0,trusted_device,different_city,0
36.68,55.22,-18.55,0,464,0,trusted_device,same_city,0
80.81,121.32,-40.52,0,107,0,new_device,same_city,0
25.93,25.44,0.49,4,49,0,trusted_device,different_city,0
84.84,102.87,-18.03,7,2700,0,trusted_device,same_city,0
151.22,143.3,7.92,2,395,0,trusted_device,same_city,0
251.31,197.18,54.14,4,62,0,new_device,same_city,0
39.53,77.28,-37.75,3,24,0,trusted_device,same_city,0
122.16,131.72,-9.55,2,241,0,trusted_device,different_city,0
80.95,71.7,9.25,0,239,0,trusted_device,different_city,0
255.06,246.45,8.61,0,446,0,trusted_device,same_city,0
46.61,43.65,2.96,0,69,1,trusted_device,same_city,0
202.81,151.53,51.28,0,283,1,trusted_device,same_city,0
356.84,57.91,298.93,43,1358,1,new_device,same_city,1
60.24,66.96,-6.72,14,1094,0,trusted_device,same_city,0
2459.34,286.87,2172.47,39,131,1,new_device,different_city,1
95.43,173.17,-77.74,0,392,1,trusted_device,same_city,0
66.21,70.84,-4.63,5,426,0,trusted_device,same_city,0
410.49,371.14,39.36,0,422,0,trusted_device,same_city,0
78.78,70.53,8.25,16,1236,0,trusted_device,same_city,0
270.07,188.86,81.21,4,1048,0,trusted_device,same_city,0
10.64,26.8,-16.15,1,57,0,trusted_device,same_city,0
15.43,12.56,2.87,3,68,0,new_device,same_city,0
70.76,69.48,1.28,11,2798,0,trusted_device,same_city,0
72.69,80.62,-7.93,17,897,0,trusted_device,same_city,0
53.71,71.4,-17.69,3,557,0,trusted_device,same_city,0
67.38,69.55,-2.17,0,292,0,trusted_device,same_city,0
256.92,181.23,75.69,0,70,1,trusted_device,same_city,0
51.26,41.81,9.45,1,16,0,trusted_device,same_city,0
81.61,84.16,-2.55,13,2923,0,trusted_device,same_city,0
652.52,80.51,572.01,9,47,1,new_device,different_city,1
91.32,98.89,-7.58,15,737,0,trusted_device,same_city,0
80.07,91.52,-11.45,14,1885,0,trusted_device,same_city,0
53.26,62.89,-9.62,0,775,0,emulated_device,different_city,0
404.01,444.7,-40.69,3,368,0,emulated_device,same_city,0
224.35,230.32,-5.97,4,652,0,trusted_device,same_city,0
310.74,315.05,-4.31,3,697,0,trusted_device,same_city,0
115.11,109.95,5.15,1,72,0,trusted_device,same_city,0
265.85,217.51,48.34,3,1284,0,trusted_device,same_city,0
133.22,137.52,-4.31,15,2858,0,new_device,same_city,0
49.03,49.62,-0.59,10,1418,0,trusted_device,same_city,0
121.88,130.76,-8.89,1,89,1,trusted_device,same_city,0
70.54,64.03,6.51,3,67,1,new_device,different_city,0
67.63,54.8,12.83,13,1740,1,trusted_device,same_city,0
80.29,88.87,-8.58,4,247,0,trusted_device,same_city,0
120.84,108.77,12.06,0,104,0,trusted_device,same_city,0
1079.27,240.48,838.79,33,452,1,new_device,different_city,1
70.43,85.62,-15.19,7,247,0,trusted_device,same_city,0
179.26,161.65,17.61,0,461,0,trusted_device,same_city,0
173.57,374.72,-201.15,1,754,0,trusted_device,same_city,0
331.45,247.05,84.4,0,396,0,trusted_device,same_city,0
21.21,48.72,-27.51,5,31,0,emulated_device,different_city,0
308.14,41.87,266.27,33,70,1,emulated_device,different_city,1
63.54,69.1,-5.56,0,301,0,trusted_device,same_city,0
57.53,47.2,10.33,3,36,1,trusted_device,same_city,0
114.23,116.34,-2.1,5,1112,0,new_device,same_city,0
160.79,119.79,41.0,0,300,0,trusted_device,different_city,0
81.06,104.36,-23.3,8,31,0,trusted_device,same_city,0
536.05,423.29,112.76,2,1067,0,trusted_device,same_city,0
37.11,35.53,1.58,5,63,1,emulated_device,same_city,0
101.73,105.11,-3.38,0,23,0,trusted_device,same_city,0
77.19,65.75,11.44,5,1116,1,trusted_device,same_city,0
617.5,92.96,524.54,36,1365,1,new_device,same_city,1
172.83,173.82,-0.99,0,453,0,trusted_device,same_city,0
274.51,185.08,89.44,4,74,0,trusted_device,same_city,0
47.41,46.29,1.12,6,1761,0,trusted_device,same_city,0
226.47,259.15,-32.68,2,995,0,trusted_device,same_city,0
75.93,88.2,-12.27,10,2410,1,trusted_device,same_city,0
176.53,228.84,-52.32,6,382,0,trusted_device,same_city,0
50.42,62.57,-12.14,0,72,0,trusted_device,different_city,0
67.84,89.87,-22.03,7,2704,0,trusted_device,same_city,0
48.09,55.75,-7.66,10,1256,0,trusted_device,same_city,0
214.76,286.89,-72.13,2,835,0,new_device,same_city,0
83.58,68.79,14.79,1,310,0,trusted_device,same_city,0
140.08,78.92,61.17,1,883,0,trusted_device,same_city,0
27.81,32.23,-4.42,0,92,0,trusted_device,same_city,0
58.31,52.27,6.05,18,1260,0,trusted_device,same_city,0
50.73,53.67,-2.95,1,178,0,trusted_device,same_city,0
46.71,57.56,-10.85,2,45,0,trusted_device,different_city,0
166.8,178.15,-11.36,2,689,0,trusted_device,same_city,0
91.19,100.42,-9.23,7,2104,0,trusted_device,same_city,0
34.89,39.65,-4.76,0,77,0,new_device,same_city,0
672.53,103.36,569.17,36,1103,1,emulated_device,different_city,1
83.49,92.99,-9.5,14,1366,0,trusted_device,same_city,0
98.28,85.97,12.31,17,2476,0,trusted_device,same_city,0
86.52,81.98,4.54,12,2911,0,emulated_device,same_city,0
79.53,69.23,10.3,3,98,0,trusted_device,different_city,0
77.92,68.08,9.84,6,357,0,trusted_device,same_city,0
36.16,39.31,-3.16,3,58,0,trusted_device,same_city,0
106.43,99.13,7.29,0,475,0,trusted_device,same_city,0
405.53,55.47,350.06,38,998,1,trusted_device,different_city,1
61.98,64.56,-2.58,3,45,0,trusted_device,same_city,0
69.41,85.03,-15.62,7,992,0,trusted_device,same_city,0
74.94,79.01,-4.07,10,803,0,trusted_device,same_city,0
125.56,100.69,24.87,0,144,1,trusted_device,same_city,0
321.49,289.67,31.82,3,244,0,trusted_device,same_city,0
53.51,55.79,-2.28,10,1259,0,trusted_device,same_city,0
554.93,76.64,478.29,66,1063,1,emulated_device,different_city,1
363.79,367.06,-3.27,0,424,0,trusted_device,same_city,0
162.2,164.22,-2.02,2,452,1,new_device,same_city,0
335.42,301.86,33.57,3,239,0,new_device,same_city,0
79.29,99.75,-20.46,17,2519,0,trusted_device,same_city,0
44.61,42.71,1.9,4,31,0,trusted_device,same_city,0
112.03,115.28,-3.25,11,2400,0,new_device,same_city,0
246.35,239.83,6.53,2,649,0,trusted_device,same_city,0
175.64,170.84,4.8,5,72,0,trusted_device,same_city,0
101.63,95.8,5.83,1,81,1,trusted_device,different_city,0
424.02,375.57,48.46,1,413,0,trusted_device,same_city,0
69.65,53.73,15.92,4,2,1,trusted_device,same_city,0
174.56,93.12,81.44,1,60,0,trusted_device,same_city,0
531.55,440.44,91.11,0,405,0,trusted_device,same_city,0
57.92,66.97,-9.04,1,391,0,trusted_device,same_city,0
74.08,77.34,-3.26,2,53,0,trusted_device,same_city,0
76.13,71.76,4.37,14,798,0,new_device,different_city,0
49.29,45.62,3.66,0,107,0,trusted_device,different_city,0
37.08,30.83,6.25,3,55,0,emulated_device,different_city,0
35.2,33.48,1.72,0,13,0,trusted_device,same_city,0
71.78,67.52,4.26,3,715,0,trusted_device,same_city,0
40.7,46.21,-5.51,7,1002,0,trusted_device,same_city,0
55.31,59.77,-4.47,6,2839,0,trusted_device,same_city,0
77.81,83.4,-5.59,6,70,1,new_device,same_city,0
134.81,117.31,17.5,1,21,0,trusted_device,same_city,0
21.16,63.78,-42.62,3,284,0,trusted_device,same_city,0
97.96,87.83,10.13,9,2409,0,trusted_device,same_city,0
32.14,35.11,-2.97,1,68,0,trusted_device,same_city,0
91.19,62.34,28.86,2,115,1,trusted_device,same_city,0
73.18,73.03,0.15,3,656,0,trusted_device,same_city,0
94.06,121.13,-27.06,5,64,0,trusted_device,different_city,0
103.52,92.25,11.27,8,556,0,trusted_device,same_city,0
37.62,45.63,-8.01,0,32,1,emulated_device,same_city,0
47.28,53.12,-5.84,0,150,1,trusted_device,same_city,0
294.19,228.64,65.55,2,961,0,emulated_device,same_city,0
81.68,123.78,-42.1,0,264,0,trusted_device,same_city,0
102.56,89.62,12.94,1,342,0,trusted_device,same_city,0
275.68,238.49,37.19,2,1223,0,trusted_device,same_city,0
43.31,52.99,-9.68,10,1210,0,trusted_device,same_city,0
515.1,79.48,435.62,9,14,1,trusted_device,same_city,1
159.14,134.44,24.7,0,116,1,trusted_device,same_city,0
51.49,48.86,2.63,10,1398,0,trusted_device,same_city,0
88.88,120.26,-31.38,0,100,0,trusted_device,same_city,0
54.34,64.04,-9.71,5,780,0,trusted_device,same_city,0
344.45,360.37,-15.92,3,349,0,trusted_device,same_city,0
85.23,88.08,-2.85,7,1705,0,trusted_device,same_city,0
175.11,205.6,-30.49,5,335,0,trusted_device,same_city,0
82.07,232.7,-150.64,2,783,0,trusted_device,same_city,0
306.55,42.89,263.66,20,2467,1,trusted_device,different_city,1
419.24,304.29,114.95,1,291,1,trusted_device,different_city,0
52.28,50.21,2.07,6,1027,0,trusted_device,same_city,0
98.6,91.95,6.65,6,762,0,trusted_device,same_city,0
131.2,148.01,-16.81,0,461,0,trusted_device,same_city,0
168.14,150.18,17.97,1,427,0,trusted_device,same_city,0
45.18,60.14,-14.96,2,28,0,trusted_device,same_city,0
23.11,34.78,-11.68,8,84,0,trusted_device,same_city,0
94.59,96.6,-2.01,4,233,0,new_device,same_city,0
78.02,93.49,-15.47,0,20,0,trusted_device,same_city,0
522.64,72.72,449.92,25,2779,1,new_device,different_city,1
247.86,60.27,187.59,35,52,1,new_device,different_city,1
119.27,126.42,-7.15,8,246,1,trusted_device,same_city,0
55.95,58.12,-2.17,14,1170,0,trusted_device,same_city,0
72.62,68.17,4.45,1,734,0,trusted_device,same_city,0
60.51,65.5,-4.99,3,105,0,new_device,same_city,0
67.71,63.07,4.64,16,1177,0,trusted_device,same_city,0
59.96,75.24,-15.28,3,576,0,trusted_device,same_city,0
100.13,97.25,2.88,1,232,0,trusted_device,same_city,0
40.62,49.22,-8.6,2,1026,0,trusted_device,different_city,0
529.2,74.41,454.79,28,94,1,emulated_device,different_city,1
93.93,80.98,12.95,10,784,0,trusted_device,same_city,0
36.92,44.06,-7.14,4,348,0,trusted_device,same_city,0
52.71,84.89,-32.18,0,315,0,trusted_device,same_city,0
241.14,218.29,22.85,3,562,0,trusted_device,same_city,0
263.26,235.69,27.56,0,98,1,trusted_device,same_city,0
41.04,61.26,-20.22,0,88,1,trusted_device,same_city,0
232.04,185.19,46.85,4,1028,0,trusted_device,same_city,0
46.85,52.71,-5.86,6,2031,0,trusted_device,same_city,0
59.29,72.3,-13.0,1,1343,0,trusted_device,same_city,0
2672.84,292.29,2380.55,77,1290,1,emulated_device,different_city,1
408.77,431.95,-23.18,2,1064,0,trusted_device,same_city,0
949.66,102.55,847.11,82,2679,0,new_device,different_city,1
62.08,118.15,-56.07,4,1058,0,trusted_device,same_city,0
231.52,30.68,200.84,66,888,1,trusted_device,different_city,1
46.07,41.22,4.85,3,30,0,trusted_device,different_city,0
112.72,127.87,-15.14,0,450,0,emulated_device,same_city,0
91.46,82.91,8.55,15,2047,0,new_device,same_city,0
98.38,99.03,-0.65,17,2508,1,trusted_device,same_city,0
40.55,45.17,-4.62,0,31,0,trusted_device,same_city,0
152.9,102.33,50.57,4,55,0,trusted_device,same_city,0
159.12,154.7,4.43,0,692,0,trusted_device,same_city,0
113.22,101.05,12.17,0,158,0,trusted_device,same_city,0
75.65,69.71,5.94,18,1017,0,trusted_device,same_city,0
46.02,48.5,-2.48,4,1207,0,trusted_device,same_city,0
91.09,67.08,24.01,2,780,0,trusted_device,same_city,0
64.2,52.65,11.55,5,2000,1,trusted_device,same_city,0
56.76,51.15,5.6,3,16,0,trusted_device,same_city,0
75.63,70.37,5.26,3,19,1,trusted_device,same_city,0
165.76,175.27,-9.51,4,840,0,trusted_device,same_city,0
255.76,235.68,20.08,2,923,0,trusted_device,same_city,0
174.08,196.69,-22.61,5,1002,0,trusted_device,same_city,0
533.13,73.74,459.39,80,2024,1,emulated_device,same_city,1
192.86,194.67,-1.81,0,264,1,trusted_device,same_city,0
1.5,139.23,-137.73,0,92,0,new_device,same_city,0
461.15,520.18,-59.02,2,653,0,trusted_device,same_city,0
104.58,109.44,-4.86,5,683,0,trusted_device,same_city,0
98.59,108.7,-10.11,17,1026,0,trusted_device,same_city,0
57.84,106.4,-48.57,4,71,0,trusted_device,same_city,0
257.22,180.92,76.3,2,387,0,trusted_device,different_city,0
77.32,83.74,-6.42,7,686,0,trusted_device,same_city,0
163.33,191.74,-28.4,2,494,0,trusted_device,same_city,0
1338.5,197.1,1141.4,62,1852,1,emulated_device,different_city,1
79.06,97.86,-18.8,0,190,1,trusted_device,same_city,0
102.99,84.11,18.88,0,255,0,trusted_device,same_city,0
292.47,324.0,-31.53,0,696,0,trusted_device,same_city,0
88.95,93.36,-4.41,4,61,0,trusted_device,same_city,0
98.51,79.69,18.83,3,589,0,new_device,same_city,0
180.59,122.91,57.68,4,139,0,trusted_device,same_city,0
25.48,24.59,0.89,7,1059,0,trusted_device,same_city,0
35.32,71.1,-35.77,5,42,0,trusted_device,different_city,0
252.74,228.94,23.8,2,952,0,trusted_device,same_city,0
658.85,76.54,582.31,52,1199,0,trusted_device,different_city,1
101.51,110.11,-8.6,1,67,0,trusted_device,same_city,0
88.85,84.81,4.04,7,662,0,trusted_device,same_city,0
396.99,288.53,108.47,0,138,1,trusted_device,same_city,0
340.99,51.6,289.39,32,25,0,new_device,different_city,1
867.7,108.28,759.42,26,458,1,emulated_device,different_city,1
338.92,287.26,51.66,1,847,0,trusted_device,same_city,0
102.79,103.94,-1.14,0,21,0,trusted_device,same_city,0
157.26,160.42,-3.15,1,696,0,trusted_device,same_city,0
60.44,45.48,14.96,4,84,1,trusted_device,same_city,0
246.84,171.49,75.35,0,492,0,trusted_device,same_city,0
17.62,19.78,-2.16,2,72,0,trusted_device,different_city,0
111.96,144.83,-32.87,2,146,1,trusted_device,same_city,0
115.38,98.6,16.78,4,11,1,new_device,same_city,0
42.41,46.92,-4.51,0,204,0,trusted_device,same_city,0
43.95,40.64,3.31,0,46,0,trusted_device,same_city,0
26.73,23.91,2.82,1,154,0,trusted_device,same_city,0
274.2,418.09,-143.89,2,816,0,trusted_device,same_city,0
91.22,114.71,-23.5,0,79,0,trusted_device,same_city,0
150.32,140.2,10.12,11,1093,0,trusted_device,same_city,0
66.06,70.98,-4.92,15,2865,0,trusted_device,same_city,0
70.75,68.83,1.92,1,1318,0,trusted_device,same_city,0
101.46,86.14,15.32,2,278,0,trusted_device,same_city,0
1076.53,154.25,922.28,49,695,1,emulated_device,different_city,1
16.57,45.4,-28.83,2,68,0,emulated_device,same_city,0
35.36,41.75,-6.4,14,2715,0,trusted_device,same_city,0
594.39,482.27,112.12,3,1007,0,trusted_device,same_city,0
70.98,97.08,-26.09,0,234,0,trusted_device,same_city,0
100.69,80.55,20.15,0,460,0,trusted_device,same_city,0
169.54,135.25,34.29,3,322,0,trusted_device,same_city,0
393.02,392.9,0.13,2,426,1,trusted_device,same_city,0
381.71,376.84,4.87,5,597,0,new_device,same_city,0
231.2,228.4,2.8,5,767,0,trusted_device,same_city,0
105.58,133.89,-28.31,2,187,0,trusted_device,same_city,0
87.42,105.39,-17.98,0,269,0,trusted_device,different_city,0
89.37,90.01,-0.64,8,1615,0,trusted_device,same_city,0
310.57,244.93,65.65,0,456,1,trusted_device,same_city,0
36.44,31.4,5.05,6,75,1,trusted_device,same_city,0
60.83,53.51,7.32,1,73,0,trusted_device,same_city,0
27.54,28.59,-1.05,3,20,0,trusted_device,same_city,0
88.25,71.02,17.23,1,149,0,emulated_device,same_city,0
505.63,94.06,411.57,45,2680,1,new_device,different_city,1
88.25,80.9,7.36,13,1859,0,trusted_device,same_city,0
417.84,65.44,352.4,8,44,1,new_device,different_city,1
84.16,67.07,17.09,1,29,0,trusted_device,same_city,0
59.25,95.68,-36.43,5,50,0,trusted_device,different_city,0
120.42,123.58,-3.16,14,2369,0,trusted_device,same_city,0
47.61,50.2,-2.6,2,67,1,new_device,same_city,0
2572.34,361.71,2210.63,40,144,1,emulated_device,same_city,1
265.76,261.14,4.62,3,783,0,trusted_device,same_city,0
87.28,142.45,-55.17,0,66,0,trusted_device,same_city,0
104.09,89.24,14.85,2,483,0,emulated_device,same_city,0
74.17,66.43,7.74,6,692,0,new_device,same_city,0
433.3,47.92,385.38,35,60,1,emulated_device,different_city,1
54.46,65.35,-10.89,2,23,0,trusted_device,same_city,0
98.52,106.73,-8.21,0,479,0,trusted_device,same_city,0
90.66,109.56,-18.9,4,47,1,trusted_device,different_city,0
248.72,256.3,-7.58,2,735,0,trusted_device,same_city,0
199.24,166.16,33.08,1,466,0,emulated_device,same_city,0
230.04,212.1,17.94,0,349,0,trusted_device,same_city,0
98.37,86.09,12.28,10,1897,1,trusted_device,same_city,0
241.26,46.64,194.62,21,56,1,emulated_device,different_city,1
124.07,144.41,-20.34,1,283,0,trusted_device,same_city,0
107.68,109.01,-1.33,16,1028,0,trusted_device,same_city,0
4447.52,464.52,3983.0,49,815,1,new_device,different_city,1
178.99,173.53,5.46,0,165,0,trusted_device,same_city,0
59.3,59.96,-0.66,5,2370,0,trusted_device,same_city,0
61.51,62.28,-0.77,2,297,0,trusted_device,same_city,0
103.27,110.62,-7.35,1,255,0,trusted_device,same_city,0
78.6,79.47,-0.87,14,1770,0,trusted_device,same_city,0
87.27,112.85,-25.58,3,89,0,trusted_device,same_city,0
393.31,428.09,-34.78,0,402,0,trusted_device,same_city,0
68.18,71.72,-3.54,1,1322,0,emulated_device,different_city,0
139.36,92.79,46.57,1,54,0,new_device,same_city,0
47.59,49.43,-1.84,9,1425,0,trusted_device,same_city,0
41.8,47.17,-5.37,1,378,0,trusted_device,same_city,0
104.64,82.76,21.88,16,2331,0,trusted_device,same_city,0
61.7,61.68,0.02,14,1640,0,trusted_device,same_city,0
59.89,50.49,9.4,3,0,1,trusted_device,same_city,0
63.29,64.48,-1.19,16,1272,0,trusted_device,same_city,0
104.92,75.52,29.4,6,50,1,trusted_device,same_city,0
64.07,101.04,-36.96,1,202,0,trusted_device,same_city,0
99.12,81.65,17.47,1,340,1,trusted_device,same_city,0
77.12,68.86,8.26,1,418,0,trusted_device,same_city,0
59.64,64.02,-4.38,8,1282,0,trusted_device,same_city,0
54.83,57.38,-2.55,0,194,0,trusted_device,same_city,0
104.66,111.52,-6.86,10,354,0,trusted_device,same_city,0
1163.61,138.52,1025.09,44,279,0,new_device,different_city,1
41.03,55.97,-14.94,7,1106,0,trusted_device,same_city,0
16.95,73.35,-56.4,3,231,0,trusted_device,same_city,0
96.97,131.85,-34.89,3,205,0,trusted_device,same_city,0
44.51,61.52,-17.01,2,8,0,trusted_device,same_city,0
128.87,98.12,30.75,4,29,0,trusted_device,same_city,0
267.06,241.65,25.41,2,375,1,trusted_device,same_city,0
100.53,97.21,3.32,0,150,0,trusted_device,same_city,0
40.01,64.74,-24.73,5,1123,0,trusted_device,same_city,0
137.15,167.42,-30.27,1,339,0,new_device,same_city,0
452.82,435.16,17.65,2,418,0,trusted_device,same_city,0
66.83,60.0,6.83,1,45,1,new_device,same_city,0
58.46,62.34,-3.87,5,2389,0,trusted_device,same_city,0
69.23,74.32,-5.09,4,225,1,trusted_device,same_city,0
51.87,45.5,6.37,4,62,0,trusted_device,different_city,0
267.24,36.13,231.11,29,12,1,trusted_device,same_city,1
134.54,113.69,20.85,0,52,0,new_device,same_city,0
36.99,70.12,-33.13,7,1294,0,trusted_device,same_city,0
68.8,64.72,4.08,15,848,0,trusted_device,same_city,0
98.98,101.96,-2.99,1,104,0,trusted_device,same_city,0
90.54,120.14,-29.61,1,501,0,trusted_device,same_city,0
259.8,337.49,-77.69,1,237,0,trusted_device,same_city,0
135.57,122.25,13.32,0,447,0,trusted_device,same_city,0
40.12,43.48,-3.36,2,907,0,new_device,same_city,0
58.27,54.63,3.64,6,994,0,trusted_device,same_city,0
282.84,198.37,84.46,2,753,0,trusted_device,same_city,0
253.62,392.76,-139.14,4,427,0,new_device,same_city,0
60.23,79.46,-19.23,7,935,0,trusted_device,same_city,0
47.22,49.79,-2.57,1,24,0,new_device,same_city,0
121.88,99.94,21.94,0,319,0,trusted_device,same_city,0
52.41,171.82,-119.41,3,69,0,new_device,same_city,0
105.33,104.18,1.15,6,25,0,new_device,same_city,0
609.61,68.72,540.89,13,350,1,new_device,different_city,1
85.74,81.18,4.56,3,77,0,trusted_device,same_city,0
50.41,49.47,0.94,10,1411,0,trusted_device,same_city,0
72.83,53.17,19.66,2,100,0,emulated_device,same_city,0
73.98,53.29,20.69,5,15,0,trusted_device,same_city,0
506.67,75.6,431.07,42,2294,0,emulated_device,different_city,1
194.41,242.37,-47.96,0,961,0,emulated_device,different_city,0
127.89,136.17,-8.28,2,255,0,trusted_device,same_city,0
106.78,101.51,5.26,18,816,0,trusted_device,different_city,0
100.76,93.63,7.12,4,676,0,trusted_device,same_city,0
448.45,384.69,63.76,2,785,0,trusted_device,same_city,0
198.81,170.75,28.06,0,392,0,trusted_device,same_city,0
63.24,59.83,3.41,16,2035,0,new_device,same_city,0
27.06,19.76,7.29,2,78,0,trusted_device,same_city,0
183.86,265.07,-81.2,3,730,0,trusted_device,same_city,0
102.51,94.95,7.56,7,1809,0,trusted_device,same_city,0
129.33,107.35,21.98,1,481,0,trusted_device,same_city,0
245.13,204.86,40.27,0,149,0,trusted_device,same_city,0
85.48,100.17,-14.68,2,577,0,trusted_device,different_city,0
84.94,86.41,-1.47,5,105,1,trusted_device,same_city,0
105.38,81.22,24.16,15,2116,0,trusted_device,same_city,0
253.85,241.1,12.75,2,1224,0,trusted_device,same_city,0
705.24,87.09,618.15,21,261,1,trusted_device,different_city,1
194.38,160.59,33.79,2,447,1,trusted_device,same_city,0
82.33,76.65,5.67,11,1532,0,trusted_device,same_city,0
40.99,40.64,0.36,9,2353,0,trusted_device,same_city,0
106.81,134.09,-27.28,0,100,0,trusted_device,same_city,0
63.93,80.27,-16.34,3,86,0,trusted_device,different_city,0
114.69,98.14,16.55,2,57,1,trusted_device,same_city,0
185.47,187.6,-2.13,0,587,1,trusted_device,same_city,0
76.29,88.57,-12.28,6,2883,0,trusted_device,same_city,0
78.84,74.03,4.81,9,577,0,trusted_device,same_city,0
1184.08,170.46,1013.62,61,831,1,new_device,different_city,1
132.67,156.35,-23.68,0,147,0,trusted_device,same_city,0
145.61,136.6,9.01,0,195,0,trusted_device,same_city,0
106.55,108.7,-2.15,3,295,0,trusted_device,same_city,0
215.06,219.8,-4.73,0,141,0,trusted_device,same_city,0
75.81,81.7,-5.89,9,788,1,trusted_device,same_city,0
1024.01,124.22,899.79,9,90,1,new_device,different_city,1
57.91,58.56,-0.65,2,102,0,trusted_device,same_city,0
206.33,189.16,17.17,6,379,0,trusted_device,same_city,0
140.89,136.78,4.11,2,450,0,trusted_device,different_city,0
74.64,58.16,16.48,4,194,0,trusted_device,same_city,0
115.03,93.39,21.65,0,53,1,new_device,same_city,0
101.14,104.35,-3.21,4,681,0,trusted_device,different_city,0
95.7,100.09,-4.39,2,90,0,trusted_device,same_city,0
58.39,111.93,-53.54,4,67,0,trusted_device,same_city,0
48.45,39.47,8.97,6,25,1,trusted_device,same_city,0
855.99,115.19,740.8,29,391,1,new_device,different_city,1
62.27,118.43,-56.16,1,377,0,trusted_device,same_city,0
158.42,101.71,56.71,0,52,1,new_device,same_city,0
85.29,75.38,9.9,3,572,0,trusted_device,same_city,0
35.6,62.54,-26.94,6,2837,0,trusted_device,same_city,0
67.01,49.95,17.06,4,30,0,trusted_device,same_city,0
64.3,78.37,-14.07,10,1775,0,trusted_device,same_city,0
86.71,97.56,-10.85,7,2679,0,trusted_device,same_city,0
137.51,134.47,3.04,1,459,0,trusted_device,same_city,0
1234.35,162.72,1071.63,30,1225,1,emulated_device,same_city,1
69.85,63.73,6.12,5,1640,0,new_device,same_city,0
135.44,125.65,9.79,0,81,0,trusted_device,same_city,0
87.31,104.59,-17.28,2,264,1,trusted_device,same_city,0
108.58,113.52,-4.94,8,1003,0,trusted_device,same_city,0
1668.22,219.98,1448.24,24,248,0,new_device,different_city,1
183.34,172.75,10.59,8,1482,0,trusted_device,same_city,0
87.94,125.94,-38.0,7,593,0,trusted_device,same_city,0
271.76,319.63,-47.87,2,666,0,trusted_device,same_city,0
82.55,78.95,3.61,14,2732,0,trusted_device,same_city,0
2282.12,339.09,1943.03,16,1219,1,emulated_device,same_city,1
38.27,33.19,5.08,3,1014,0,trusted_device,different_city,0
110.61,111.66,-1.05,16,1038,0,trusted_device,same_city,0
42.51,54.97,-12.46,11,1224,0,trusted_device,same_city,0
235.11,231.72,3.4,3,61,0,new_device,same_city,0
180.47,111.89,68.58,0,77,0,trusted_device,same_city,0
468.45,63.93,404.52,11,35,1,new_device,different_city,1
256.75,225.34,31.41,0,373,0,trusted_device,same_city,0
